"year","ann_mean","ann_av_dur","ann_dur","ann_mod","ann_str","ann_ex","ann_sev","ann_winter","ann_spring","ann_summer","ann_fall","ann_winter_spring","ann_spring_summer","ann_summer_fall","ann_fall_winter","ann_winter_summer","ann_spring_fall","ann_summer_winter","ann_fall_spring","ann_year_round","ann_cum_intensity"
1979,0.819766666666667,13,39,284,11,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10.9676666666667
1980,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1981,1.007,8,8,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0561
1982,0.4186,5,5,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0929
1983,1.4411,6,6,83,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.6467
1984,1.4844,5,5,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.4219
1985,0.9557,12,12,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.4683
1986,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1987,1.0022,14.5,29,188,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,14.4745
1988,0.402,5,5,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0101
1989,1.164325,5.75,23,380,20,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6.503
1990,1.1963,5,5,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9815
1991,1.01945,6.5,13,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6.6963
1992,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1993,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1994,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1995,1.6114,6,12,183,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9.6684
1996,0.3688,6,6,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.2129
1997,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1998,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
1999,0.878733333333333,15.6666666666667,47,289,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,14.9518
2000,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2001,1.1831,7.5,15,167,33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7.92305
2002,1.33095,7.5,15,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.34035
2003,1.9344,18,18,83,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.8194
2004,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2005,0.8917,12,36,300,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,10.7559
2006,1.2331,8,16,156,44,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10.73295
2007,0.5698,5,5,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8491
2008,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2009,0.6369,9,9,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.7323
2010,0.9544,6,18,300,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,5.8655
2011,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2012,1.4596,11,22,200,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16.26515
2013,1.7175,15,15,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.762
2014,1.3693,8,8,88,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.9546
2015,1.3001,9,27,289,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12.7234666666667
2016,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2017,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2018,1.16405,28.5,57,182,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33.54255
2019,1.2321,6,6,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.3926
2020,1.5296,8.25,33,323,77,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,12.6416
2021,2.2266,26,26,50,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57.8907
2022,0.7316,5,5,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6578
2023,1.5122,20.6666666666667,62,234,61,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,39.9305
2024,2.7106,180,180,46,41,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,487.9119
2025,1.2912,38,38,89,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49.0668
